Name,VUID
"Finolex PVC Agri Reducing Tee (6 Kgf/cm², 110 x 63 (4""x2"" inch))",CP-152563-8
"Finolex PVC Agri Reducing Tee (6 Kgf/cm², 110 x 75 (4""x2½"" inch))",CP-152563-9
"Finolex PVC Agri Reducing Tee (6 Kgf/cm², 110 x 90 (4""x3"" inch))",CP-152563-10
"Finolex PVC Agri Reducing Tee (6 Kgf/cm², 140 x 90 (5""x3"" inch))",CP-152563-11
"Finolex PVC Agri Reducing Tee (6 Kgf/cm², 140 x 110 (5""x4"" inch))",CP-152563-12
"Finolex PVC Agri Reducing Tee (6 Kgf/cm², 160 x 110 (6""x4"" inch))",CP-152563-13
"Finolex PVC Agri Reducing Tee (6 Kgf/cm², 160 x 140 (6""x5"" inch))",CP-152563-14
"Finolex PVC Agri Reducing Tee (10 Kgf/cm², 25 x 20 (¾""x½"" inch))",CP-152563-15
"Finolex PVC Agri Reducing Tee (10 Kgf/cm², 32 x 20 (1""x½"" inch))",CP-152563-16
"Finolex PVC Agri Reducing Tee (10 Kgf/cm², 32 x 25 (1""x¾"" inch))",CP-152563-17
"Finolex PVC Agri Reducing Tee (10 Kgf/cm², 40 x 20 (1¼""x½"" inch))",CP-152563-18
"Finolex PVC Agri Reducing Tee (10 Kgf/cm², 40 x 25 (1¼""x¾"" inch))",CP-152563-19
"Finolex PVC Agri Reducing Tee (10 Kgf/cm², 40 x 32 (1¼""x1"" inch))",CP-152563-20
"Finolex PVC Agri Reducing Tee (10 Kgf/cm², 50 x 20 (1½""x½"" inch))",CP-152563-21
"Finolex PVC Agri Reducing Tee (10 Kgf/cm², 50 x 25 (1½""x¾"" inch))",CP-152563-22
"Finolex PVC Agri Reducing Tee (10 Kgf/cm², 50 x 32 (1½""x1"" inch))",CP-152563-23
"Finolex PVC Agri Reducing Tee (10 Kgf/cm², 50 x 40 (1½""x1¼"" inch))",CP-152563-24
"Finolex PVC Agri Reducing Tee (10 Kgf/cm², 63 x 25 (2""x¾"" inch))",CP-152563-25
"Finolex PVC Agri Reducing Tee (10 Kgf/cm², 63 x 32 (2""x1"" inch))",CP-152563-26
"Finolex PVC Agri Female Threaded Adapter (F.T.A.) Brass Insert (25 x 20 (¾""x½"" inch))",CP-170456-1
"Finolex PVC Agri Reducing Elbow (6 Kgf/cm², 110 x 63 (4""x2"" inch))",CP-071959-1
"Finolex PVC Agri Reducing Elbow (6 Kgf/cm², 110 x 75 (4""x2½"" inch))",CP-071959-2
"Finolex PVC Agri Reducing Elbow (6 Kgf/cm², 110 x 90 (4""x3"" inch))",CP-071959-3
"Finolex PVC Agri Reducing Elbow (10 Kgf/cm², 25 x 20 (¾""x½"" inch))",CP-071959-4
"Finolex PVC Agri Reducing Elbow Brass Insert (25 x 20 (¾""x½"" inch))",CP-121606-1
"Finolex PVC Agri Single Y (6 Kgf/cm², 63 mm (2 inch))",CP-570610-1
"Finolex PVC Agri Single Y (6 Kgf/cm², 75 mm (2½ inch))",CP-570610-2
"Finolex PVC Agri Single Y (6 Kgf/cm², 90 mm (3 inch))",CP-570610-3
"Finolex PVC Agri Single Y (6 Kgf/cm², 110 mm (4 inch))",CP-570610-4
"Finolex PVC Agri Single Y (6 Kgf/cm², 140 mm (5 inch))",CP-570610-5
"Finolex PVC Agri Single Y (6 Kgf/cm², 160 mm (6 inch))",CP-570610-6
"Finolex PVC Agri Single Y (6 Kgf/cm², 200 mm (8 inch))",CP-570610-7
"Finolex PVC Agri Reducing Single Y (6 Kgf/cm², 160 x 110 (6""x4"" inch))",CP-663191-1
"Finolex PVC Agri Reducing Single Y (6 Kgf/cm², 200 x 110 (8""x4"" inch))",CP-663191-2
"Finolex PVC Agri Reducing Single Y (6 Kgf/cm², 200 x 160 (8""x6"" inch))",CP-663191-3
"Finolex PVC Agri Compact Ball Valve (20 x 20 (½""x½"" inch))",CP-887698-1
Finolex PVC Agri Compact Ball Valve (25 mm (¾ inch)),CP-887698-2
Finolex PVC Agri Compact Ball Valve (32 mm (1 inch)),CP-887698-3
Finolex PVC Agri Compact Ball Valve (40 mm (1¼ inch)),CP-887698-4
Finolex PVC Agri Compact Ball Valve (50 mm (1½ inch)),CP-887698-5
Finolex PVC Agri Compact Ball Valve (63 mm (2 inch)),CP-887698-6
Finolex PVC Agri Compact Ball Valve (75 mm (2½ inch)),CP-887698-7
Finolex PVC Agri Compact Ball Valve (90 mm (3 inch)),CP-887698-8
Finolex PVC Agri Compact Ball Valve (110 mm (4 inch)),CP-887698-9
"Finolex PVC Agri Coupler/Socket (4 Kgf/cm², 63 mm (2 inch))",CP-065259-1
"Finolex PVC Agri Coupler/Socket (4 Kgf/cm², 75 mm (2½ inch))",CP-065259-2
"Finolex PVC Agri Coupler/Socket (4 Kgf/cm², 90 mm (3 inch))",CP-065259-3
"Finolex PVC Agri Coupler/Socket (4 Kgf/cm², 110 mm (4 inch))",CP-065259-4
"Finolex PVC Agri Coupler/Socket (4 Kgf/cm², 140 mm (5 inch))",CP-065259-5
"Finolex PVC Agri Coupler/Socket (4 Kgf/cm², 160 mm (6 inch))",CP-065259-6
"Finolex PVC Agri Coupler/Socket (4 Kgf/cm², 180 mm (7 inch))",CP-065259-7
"Finolex PVC Agri Coupler/Socket (4 Kgf/cm², 200 mm (8 inch))",CP-065259-8
"Finolex PVC Agri Coupler/Socket (4 Kgf/cm², 225 mm (9 inch))",CP-065259-9
"Finolex PVC Agri Coupler/Socket (4 Kgf/cm², 250 mm (10 inch))",CP-065259-10
"Finolex PVC Agri Coupler/Socket (4 Kgf/cm², 315 mm (12 inch))",CP-065259-11
"Finolex PVC Agri Coupler/Socket (4 Kgf/cm², 355 mm (14 inch))",CP-065259-12
"Finolex PVC Agri Coupler/Socket (4 Kgf/cm², 400 mm (16 inch))",CP-065259-13
"Finolex PVC Agri Coupler/Socket (6 Kgf/cm², 63 mm (2 inch))",CP-065259-14
"Finolex PVC Agri Coupler/Socket (6 Kgf/cm², 75 mm (2½ inch))",CP-065259-15
"Finolex PVC Agri Coupler/Socket (6 Kgf/cm², 90 mm (3 inch))",CP-065259-16
"Finolex PVC Agri Coupler/Socket (6 Kgf/cm², 110 mm (4 inch))",CP-065259-17
"Finolex PVC Agri Coupler/Socket (6 Kgf/cm², 140 mm (5 inch))",CP-065259-18
"Finolex PVC Agri Coupler/Socket (6 Kgf/cm², 160 mm (6 inch))",CP-065259-19
"Finolex PVC Agri Coupler/Socket (6 Kgf/cm², 180 mm (7 inch))",CP-065259-20
"Finolex PVC Agri Coupler/Socket (6 Kgf/cm², 200 mm (8 inch))",CP-065259-21
"Finolex PVC Agri Coupler/Socket (6 Kgf/cm², 225 mm (9 inch))",CP-065259-22
"Finolex PVC Agri Coupler/Socket (6 Kgf/cm², 250 mm (10 inch))",CP-065259-23
"Finolex PVC Agri Coupler/Socket (6 Kgf/cm², 280 mm (11 inch))",CP-065259-24
"Finolex PVC Agri Coupler/Socket (6 Kgf/cm², 315 mm (12 inch))",CP-065259-25
"Finolex PVC Agri Coupler/Socket (6 Kgf/cm², 355 mm (14 inch))",CP-065259-26
"Finolex PVC Agri Coupler/Socket (6 Kgf/cm², 400 mm (16 inch))",CP-065259-27
"Finolex PVC Agri Coupler/Socket (10 Kgf/cm², 63 mm (2 inch))",CP-065259-28
"Finolex PVC Agri Coupler/Socket (10 Kgf/cm², 75 mm (2½ inch))",CP-065259-29
"Finolex PVC Agri Coupler/Socket (10 Kgf/cm², 90 mm (3 inch))",CP-065259-30
"Finolex PVC Agri Coupler/Socket (10 Kgf/cm², 110 mm (4 inch))",CP-065259-31
"Finolex PVC Agri Coupler/Socket (10 Kgf/cm², 140 mm (5 inch))",CP-065259-32
"Finolex PVC Agri Coupler/Socket (10 Kgf/cm², 160 mm (6 inch))",CP-065259-33
"Finolex PVC Agri Coupler/Socket (10 Kgf/cm², 180 mm (7 inch))",CP-065259-34
"Finolex PVC Agri Coupler/Socket (10 Kgf/cm², 200 mm (8 inch))",CP-065259-35
"Finolex PVC Agri Coupler/Socket (10 Kgf/cm², 250 mm (10 inch))",CP-065259-36
"Finolex PVC Agri Coupler/Socket (10 Kgf/cm², 280 mm (11 inch))",CP-065259-37
"Finolex PVC Agri Coupler/Socket (10 Kgf/cm², 315 mm (12 inch))",CP-065259-38
"Finolex PVC Agri Reducer (6 Kgf/cm², 140 x 110 (5""x4"" inch))",CP-587513-1
"Finolex PVC Agri Reducer (6 Kgf/cm², 200 x 160 (8""x6"" inch))",CP-587513-2
"Finolex PVC Agri Reducer (6 Kgf/cm², 250 x 200 (10""x8"" inch))",CP-587513-3
Finolex SWR Selfit Coupler  (Size: 63 mm (2 inch)),CP-416189-1
Finolex SWR Selfit Coupler  (Size: 75 mm (2½ inch)),CP-416189-2
Finolex SWR Selfit Coupler  (Size: 90 mm (3 inch)),CP-416189-3
Finolex SWR Selfit Coupler  (Size: 110 mm (4 inch)),CP-416189-4
Finolex SWR Selfit Coupler  (Size: 160 mm (6 inch)),CP-416189-5
Finolex SWR Selfit Bend 87.5° - Door  (Size: 75 mm (2½ inch)),CP-275362-3
Finolex SWR Selfit Bend 87.5° - Door  (Size: 90 mm (3 inch)),CP-275362-4
Finolex SWR Selfit Bend 87.5° - Door  (Size: 110 mm (4 inch)),CP-275362-5
Finolex SWR Selfit Bend 87.5° - Door  (Size: 160 mm (6 inch)),CP-275362-6
Finolex SWR Selfit Bend 45° Double Socket  (Size: 75 mm (2½ inch)),CP-731497-1
Finolex SWR Selfit Bend 45° Double Socket  (Size: 110 mm (4 inch)),CP-731497-2
Finolex SWR Selfit Tee - Plain  (Size: 75 mm (2½ inch)),CP-826583-3
Finolex SWR Selfit Tee - Plain  (Size: 90 mm (3 inch)),CP-826583-4
Finolex SWR Selfit Tee - Plain  (Size: 110 mm (4 inch)),CP-826583-5
Finolex SWR Selfit Tee - Plain  (Size: 160 mm (6 inch)),CP-826583-6
Fosroc Conplast WL (20 Ltr),CP-191662-1
Fosroc Nitobond SBR 300 (20 Ltr),CP-366697-1
Fosroc Renderoc Plug (5 kg),CP-349140-1
Fosroc Nitoflor HardTop (25 kg),CP-681206-1
Fosroc Conbextra GP2 (25 kg),CP-067170-1
Fosroc Conbextra GP2N (30 kg),CP-722244-1
Fosroc Reebol Emulsion Xtra (50 ltr),CP-927837-2
Fosroc Cebex 100 (250 gm),CP-207187-2
"Finolex SWR Pipes with Integrated Ring (3 Meter, Type A) (Size: 75 mm (2½ inch))",CP-616157-1
"Finolex SWR Pipes with Integrated Ring (Type A, 3.66 Meter) (Size: 75 mm (2½ inch))",CP-616157-2
"Finolex SWR Pipes with Integrated Ring (6 Meter, Type A) (Size: 75 mm (2½ inch))",CP-616157-3
"Finolex SWR Pipes with Integrated Ring (3 Meter, Type A) (Size: 90 mm (3 inch))",CP-616157-4
"Finolex SWR Pipes with Integrated Ring (Type A, 3.66 Meter) (Size: 90 mm (3 inch))",CP-616157-5
"Finolex SWR Pipes with Integrated Ring (6 Meter, Type A) (Size: 90 mm (3 inch))",CP-616157-6
"Finolex SWR Pipes with Integrated Ring (3 Meter, Type A) (Size: 110 mm (4 inch))",CP-616157-7
"Finolex SWR Pipes with Integrated Ring (Type A, 3.66 Meter) (Size: 110 mm (4 inch))",CP-616157-8
"Finolex SWR Pipes with Integrated Ring (6 Meter, Type A) (Size: 110 mm (4 inch))",CP-616157-9
"Finolex SWR Pipes with Integrated Ring (3 Meter, Type A) (Size: 160 mm (6 inch))",CP-616157-10
"Finolex SWR Pipes with Integrated Ring (6 Meter, Type A) (Size: 160 mm (6 inch))",CP-616157-11
"Finolex SWR Pipes with Integrated Ring (3 Meter, Type B) (Size: 75 mm (2½ inch))",CP-616157-12
"Finolex SWR Pipes with Integrated Ring (Type B, 3.66 Meter) (Size: 75 mm (2½ inch))",CP-616157-13
"Finolex SWR Pipes with Integrated Ring (6 Meter, Type B) (Size: 75 mm (2½ inch))",CP-616157-14
"Finolex SWR Pipes with Integrated Ring (3 Meter, Type B) (Size: 90 mm (3 inch))",CP-616157-15
"Finolex SWR Pipes with Integrated Ring (Type B, 3.66 Meter) (Size: 90 mm (3 inch))",CP-616157-16
"Finolex SWR Pipes with Integrated Ring (6 Meter, Type B) (Size: 90 mm (3 inch))",CP-616157-17
"Finolex SWR Pipes with Integrated Ring (3 Meter, Type B) (Size: 110 mm (4 inch))",CP-616157-18
"Finolex SWR Pipes with Integrated Ring (Type B, 3.66 Meter) (Size: 110 mm (4 inch))",CP-616157-19
"Finolex SWR Pipes with Integrated Ring (6 Meter, Type B) (Size: 110 mm (4 inch))",CP-616157-20
"Finolex SWR Pipes with Integrated Ring (3 Meter, Type B) (Size: 160 mm (6 inch))",CP-616157-21
"Finolex SWR Pipes with Integrated Ring (6 Meter, Type B) (Size: 160 mm (6 inch))",CP-616157-22
Finolex SWR with Integrated Ring Bend 87.5° Door  (Size: 75 mm (2½ inch)),CP-479033-1
Finolex SWR with Integrated Ring Bend 87.5° Door  (Size: 90 mm (3 inch)),CP-479033-2
Finolex SWR with Integrated Ring Bend 87.5° Door  (Size: 110 mm (4 inch)),CP-479033-3
Finolex SWR with Integrated Ring Bend 87.5° Door  (Size: 160 mm (6 inch)),CP-479033-4
Scaffolding Clamp Connector Pin Scaffolding Coupler Nut And T Bolt ,CP-464054-1
Fosroc Nitobond SBR 300 (5 Ltr),CP-366697-2
Silverwood Baton/Botam Patti (3 x 2 inch) ,CP-419840-1
Grinder Machine Repairing 4 inch Pickup + Repair Charges + Delivery,CP-746876-1
"Supreme PVC Agri Reducer (6 Kgf/cm², 40 x 25 (1¼""x¾"" inch))",CP-441445-1
"Supreme PVC Agri Reducer (6 Kgf/cm², 40 x 32 (1¼""x1"" inch))",CP-441445-2
"Supreme PVC Agri Reducer (6 Kgf/cm², 50 x 25 (1½""x¾"" inch))",CP-441445-3
"Supreme PVC Agri Reducer (6 Kgf/cm², 50 x 32 (1½""x1"" inch))",CP-441445-4
"Supreme PVC Agri Reducer (6 Kgf/cm², 50 x 40 (1½""x1¼"" inch))",CP-441445-5
"Supreme PVC Agri Reducer (6 Kgf/cm², 63 x 25 (2""x¾"" inch))",CP-441445-6
"Supreme PVC Agri Reducer (6 Kgf/cm², 63 x 32 (2""x1"" inch))",CP-441445-7
"Supreme PVC Agri Reducer (6 Kgf/cm², 63 x 40 (2""x1¼"" inch))",CP-441445-8
"Supreme PVC Agri Reducer (6 Kgf/cm², 63 x 50 (2""x½"" inch))",CP-441445-9
"Supreme PVC Agri Reducer (6 Kgf/cm², 75 x 40 (2½""x1¼"" inch))",CP-441445-10
"Supreme PVC Agri Reducer (6 Kgf/cm², 75 x 50 (2½""x1½"" inch))",CP-441445-11
"Supreme PVC Agri Reducer (6 Kgf/cm², 75 x 63 (2½""x2"" inch))",CP-441445-12
"Supreme PVC Agri Reducer (10 Kgf/cm², 25 x 20 (¾""x½"" inch))",CP-441445-13
"Supreme PVC Agri Reducer (10 Kgf/cm², 32 x 25 (1""x¾"" inch))",CP-441445-14
"Supreme PVC Agri Reducer (10 Kgf/cm², 32 x 20 (1""x½"" inch))",CP-441445-15
Wooden Cutter Machine Repairing 4 inch Pickup + Repair Charges + Delivery,CP-747829-1
"5"" Grinder Repairing Pickup + Repair Charges + Delivery",CP-636591-1
"5"" Wooden Cutter Repairing Pickup + Repair Charges + Delivery",CP-608975-1
Cut Off Machine Repairing 14 inch Machine Pickup + Repair Charges + Delivery,CP-168365-1
Demolition Hammer / Breaker Repairing 11 E Machine Pickup + Repair Charges + Delivery,CP-812009-1
5 KG Braker Repairing Pickup + Repair Charges + Delivery,CP-249957-1
Vibrator Repairing 35-1 Pickup + Repair Charges + Delivery,CP-957425-1
Blower Repairing Pickup + Repair Charges + Delivery,CP-413671-1
16 KG Braker Repairing Pickup + Repair Charges + Delivery,CP-876818-1
Grinder Machine Repairing 5 inch Pickup + Repair Charges + Delivery,CP-746876-2
Wooden Cutter Machine Repairing 5 inch Pickup + Repair Charges + Delivery,CP-747829-2
Demolition Hammer / Breaker Repairing 16 KG Machine Pickup + Repair Charges + Delivery,CP-812009-2
Demolition Hammer / Breaker Repairing 5 KG Machine Pickup + Repair Charges + Delivery,CP-812009-3
Safetap 2 Zone Control Panel Fire Alarm ,CP-544404-1
Safetap MCP ABS ,CP-266510-1
Safetap Smoke Detector ,CP-089335-1
Safetap Hooter ABC ,CP-796215-1
Schwing Stetter Ajax Concrete Pump Repairing Visit + Repair Charges,CP-472553-1
Schwing Stetter Ajax Placing Boom Repairing Visit + Repair charges,CP-521468-1
Schwing Stetter Ajax Batching Plant Repairing Visit + Repair Charges,CP-463735-1
Safari Bar Bending Machine Repairing Visit + Repair charges,CP-209558-1
Yellow Apron ,CP-654662-1
Chemical Goggles ,CP-415664-1
Chemical Resistant Industrial Safety Gloves ,CP-604681-1
Safari JK Mini Crane Machine Repairing Visit + Repair charges,CP-337076-1
Udyogi 5000 LRX Ratchet Safety Helmet (White),CP-241792-1
JCB Backhoe Loader Machine Repairing Visit + Repair Charges,CP-257529-1
Kirloskar Brothers limited Concrete Pump Repairing Visit + Repair Charges,CP-428337-1
Asian Paints TruCare Wall Putty (40 kg),CP-603027-1
"Supreme PVC Agri Male Threaded Adapter (M.T.A.) (6 Kgf/cm², 40 mm (1¼ inch))",CP-079454-1
"Supreme PVC Agri Male Threaded Adapter (M.T.A.) (6 Kgf/cm², 50 mm (1½ inch))",CP-079454-2
"Supreme PVC Agri Male Threaded Adapter (M.T.A.) (6 Kgf/cm², 63 mm (2 inch))",CP-079454-3
"Supreme PVC Agri Male Threaded Adapter (M.T.A.) (6 Kgf/cm², 75 mm (2½ inch))",CP-079454-4
"Supreme PVC Agri Male Threaded Adapter (M.T.A.) (6 Kgf/cm², 90 mm (3 inch))",CP-079454-5
"Supreme PVC Agri Male Threaded Adapter (M.T.A.) (6 Kgf/cm², 110 mm (4 inch))",CP-079454-6
"Supreme PVC Agri Male Threaded Adapter (M.T.A.) (6 Kgf/cm², 140 mm (5 inch))",CP-079454-7
"Supreme PVC Agri Male Threaded Adapter (M.T.A.) (6 Kgf/cm², 160 mm (6 inch))",CP-079454-8
"Supreme PVC Agri Male Threaded Adapter (M.T.A.) (10 Kgf/cm², 20 mm (½ inch))",CP-079454-9
"Supreme PVC Agri Male Threaded Adapter (M.T.A.) (10 Kgf/cm², 25 mm (¾ inch))",CP-079454-10
"Supreme PVC Agri Male Threaded Adapter (M.T.A.) (10 Kgf/cm², 32 mm (1 inch))",CP-079454-11
"Supreme PVC Agri Male Threaded Adapter (M.T.A.) (10 Kgf/cm², 63 mm (2 inch))",CP-079454-12
"Supreme PVC Agri Male Threaded Adapter (M.T.A.) (10 Kgf/cm², 75 mm (2½ inch))",CP-079454-13
"Supreme PVC Agri Male Threaded Adapter (M.T.A.) (10 Kgf/cm², 90 mm (3 inch))",CP-079454-14
"Supreme PVC Agri Male Threaded Adapter (M.T.A.) (10 Kgf/cm², 110 mm (4 inch))",CP-079454-15
"Supreme PVC Agri Female Threaded Adapter (F.T.A.) (6 Kgf/cm², 40 mm (1¼ inch))",CP-656035-1
"Supreme PVC Agri Female Threaded Adapter (F.T.A.) (6 Kgf/cm², 50 mm (1½ inch))",CP-656035-2
"Supreme PVC Agri Female Threaded Adapter (F.T.A.) (6 Kgf/cm², 63 mm (2 inch))",CP-656035-3
"Supreme PVC Agri Female Threaded Adapter (F.T.A.) (6 Kgf/cm², 75 mm (2½ inch))",CP-656035-4
"Supreme PVC Agri Female Threaded Adapter (F.T.A.) (6 Kgf/cm², 90 mm (3 inch))",CP-656035-5
"Supreme PVC Agri Female Threaded Adapter (F.T.A.) (6 Kgf/cm², 110 mm (4 inch))",CP-656035-6
"Supreme PVC Agri Female Threaded Adapter (F.T.A.) (6 Kgf/cm², 160 mm (6 inch))",CP-656035-7
"Supreme PVC Agri Female Threaded Adapter (F.T.A.) (10 Kgf/cm², 20 mm (½ inch))",CP-656035-8
"Supreme PVC Agri Female Threaded Adapter (F.T.A.) (10 Kgf/cm², 25 mm (¾ inch))",CP-656035-9
"Supreme PVC Agri Female Threaded Adapter (F.T.A.) (10 Kgf/cm², 32 mm (1 inch))",CP-656035-10
"Supreme PVC Agri Female Threaded Adapter (F.T.A.) (10 Kgf/cm², 63 mm (2 inch))",CP-656035-11
"Supreme PVC Agri Female Threaded Adapter (F.T.A.) (10 Kgf/cm², 75 mm (2½ inch))",CP-656035-12
"Supreme PVC Agri Female Threaded Adapter (F.T.A.) (10 Kgf/cm², 90 mm (3 inch))",CP-656035-13
"Supreme PVC Agri Female Threaded Adapter (F.T.A.) (10 Kgf/cm², 110 mm (4 inch))",CP-656035-14
"Supreme PVC Agri Single Y (4 Kgf/cm², 250 mm (10 inch))",CP-406338-1
"Supreme PVC Agri Single Y (6 Kgf/cm², 63 mm (2 inch))",CP-406338-2
"Supreme PVC Agri Single Y (6 Kgf/cm², 75 mm (2½ inch))",CP-406338-3
"Supreme PVC Agri Single Y (6 Kgf/cm², 90 mm (3 inch))",CP-406338-4
"Supreme PVC Agri Single Y (6 Kgf/cm², 110 mm (4 inch))",CP-406338-5
"Supreme PVC Agri Single Y (6 Kgf/cm², 140 mm (5 inch))",CP-406338-6
"Supreme PVC Agri Single Y (6 Kgf/cm², 160 mm (6 inch))",CP-406338-7
"Supreme PVC Agri Single Y (6 Kgf/cm², 200 mm (8 inch))",CP-406338-8
"Supreme PVC Agri Single Y (10 Kgf/cm², 110 mm (4 inch))",CP-406338-9
"Supreme PVC Agri Single Y (10 Kgf/cm², 140 mm (5 inch))",CP-406338-10
"Supreme PVC Agri Elbow 45° (4 Kgf/cm², 75 mm (2½ inch))",CP-658928-1
"Supreme PVC Agri Elbow 45° (4 Kgf/cm², 90 mm (3 inch))",CP-658928-2
"Supreme PVC Agri Elbow 45° (4 Kgf/cm², 110 mm (4 inch))",CP-658928-3
"Supreme PVC Agri Elbow 45° (4 Kgf/cm², 140 mm (5 inch))",CP-658928-4
"Supreme PVC Agri Elbow 45° (4 Kgf/cm², 160 mm (6 inch))",CP-658928-5
"Supreme PVC Agri Elbow 45° (4 Kgf/cm², 200 mm (8 inch))",CP-658928-6
"Supreme PVC Agri Elbow 45° (6 Kgf/cm², 40 mm (1¼ inch))",CP-658928-7
"Supreme PVC Agri Elbow 45° (6 Kgf/cm², 50 mm (1½ inch))",CP-658928-8
"Supreme PVC Agri Elbow 45° (6 Kgf/cm², 63 mm (2 inch))",CP-658928-9
"Supreme PVC Agri Elbow 45° (6 Kgf/cm², 75 mm (2½ inch))",CP-658928-10
"Supreme PVC Agri Elbow 45° (6 Kgf/cm², 90 mm (3 inch))",CP-658928-11
"Supreme PVC Agri Elbow 45° (6 Kgf/cm², 110 mm (4 inch))",CP-658928-12
"Supreme PVC Agri Elbow 45° (6 Kgf/cm², 160 mm (6 inch))",CP-658928-13
"Supreme PVC Agri Elbow 45° (6 Kgf/cm², 200 mm (8 inch))",CP-658928-14
"Supreme PVC Agri Elbow 45° (6 Kgf/cm², 250 mm (10 inch))",CP-658928-15
"Supreme PVC Agri Elbow 45° (10 Kgf/cm², 25 mm (¾ inch))",CP-658928-16
"Supreme PVC Agri Elbow 45° (10 Kgf/cm², 32 mm (1 inch))",CP-658928-17
"Supreme PVC Agri Ball Valve (6 Kgf/cm², 40 mm (1¼ inch))",CP-799736-1
"Supreme PVC Agri Ball Valve (6 Kgf/cm², 50 mm (1½ inch))",CP-799736-2
"Supreme PVC Agri Ball Valve (6 Kgf/cm², 63 mm (2 inch))",CP-799736-3
"Supreme PVC Agri Ball Valve (6 Kgf/cm², 75 mm (2½ inch))",CP-799736-4
"Supreme PVC Agri Ball Valve (10 Kgf/cm², 20 mm (½ inch))",CP-799736-5
"Supreme PVC Agri Ball Valve (10 Kgf/cm², 25 mm (¾ inch))",CP-799736-6
"Supreme PVC Agri Ball Valve (10 Kgf/cm², 32 mm (1 inch))",CP-799736-7
"Supreme PVC Agri Ball Valve (10 Kgf/cm², 75 mm (2½ inch))",CP-799736-8
"Supreme PVC Agri Ball Valve (10 Kgf/cm², 90 mm (3 inch))",CP-799736-9
"Supreme PVC Agri Ball Valve (10 Kgf/cm², 110 mm (4 inch))",CP-799736-10
"Supreme PVC Agri Reducing Tee (4 Kgf/cm², 75 x 63 (2½""x2"" inch))",CP-351648-1
"Supreme PVC Agri Reducing Tee (6 Kgf/cm², 40 x 20 (1¼""x½"" inch))",CP-351648-2
"Supreme PVC Agri Reducing Tee (6 Kgf/cm², 50 x 32 (1½""x1"" inch))",CP-351648-3
"Supreme PVC Agri Reducing Tee (6 Kgf/cm², 63 x 20 (2""x½"" inch))",CP-351648-4
"Supreme PVC Agri Reducing Tee (6 Kgf/cm², 63 x 40 (2""x1¼"" inch))",CP-351648-5
"Supreme PVC Agri Reducing Tee (6 Kgf/cm², 63 x 50 (2""x½"" inch))",CP-351648-6
"Supreme PVC Agri Reducing Tee (6 Kgf/cm², 63 x 75 (2""x2½"" inch))",CP-351648-7
"Supreme PVC Agri Reducing Tee (6 Kgf/cm², 75 x 40 (2½""x1¼"" inch))",CP-351648-8
"Supreme PVC Agri Reducing Tee (6 Kgf/cm², 75 x 50 (2½""x1½"" inch))",CP-351648-9
"Supreme PVC Agri Reducing Tee (6 Kgf/cm², 75 x 63 (2½""x2"" inch))",CP-351648-10
"Supreme PVC Agri Reducing Tee (10 Kgf/cm², 25 x 20 (¾""x½"" inch))",CP-351648-11
"Supreme PVC Agri Reducing Tee (10 Kgf/cm², 32 x 20 (1""x½"" inch))",CP-351648-12
"Supreme PVC Agri Reducing Tee (10 Kgf/cm², 32 x 25 (1""x¾"" inch))",CP-351648-13
"Supreme PVC Agri Reducing Tee (10 Kgf/cm², 40 x 25 (1¼""x¾"" inch))",CP-351648-14
"Supreme PVC Agri Reducing Tee (10 Kgf/cm², 50 x 25 (1½""x¾"" inch))",CP-351648-15
"Supreme PVC Agri Reducing Tee (10 Kgf/cm², 63 x 25 (2""x¾"" inch))",CP-351648-16
"Supreme PVC Agri Reducing Tee (10 Kgf/cm², 63 x 32 (2""x1"" inch))",CP-351648-17
"Supreme PVC Agri Reducing Tee (10 Kgf/cm², 63 x 50 (2""x½"" inch))",CP-351648-18
"Supreme PVC Agri Reducing Bush (6 Kgf/cm², 40 x 32 (1¼""x1"" inch))",CP-297510-1
"Supreme PVC Agri Reducing Bush (6 Kgf/cm², 50 x 32 (1½""x1"" inch))",CP-297510-2
"Supreme PVC Agri Reducing Bush (6 Kgf/cm², 50 x 40 (1½""x1¼"" inch))",CP-297510-3
"Supreme PVC Agri Reducing Bush (6 Kgf/cm², 63 x 40 (2""x1¼"" inch))",CP-297510-4
"Supreme PVC Agri Reducing Bush (6 Kgf/cm², 63 x 50 (2""x½"" inch))",CP-297510-5
"Supreme PVC Agri Reducing Bush (6 Kgf/cm², 75 x 40 (2½""x1¼"" inch))",CP-297510-6
"Supreme PVC Agri Reducing Bush (6 Kgf/cm², 75 x 50 (2½""x1½"" inch))",CP-297510-7
"Supreme PVC Agri Reducing Bush (6 Kgf/cm², 75 x 63 (2½""x2"" inch))",CP-297510-8
"Supreme PVC Agri Reducing Bush (10 Kgf/cm², 25 x 20 (¾""x½"" inch))",CP-297510-9
"Supreme PVC Agri Reducing Bush (10 Kgf/cm², 32 x 25 (1""x¾"" inch))",CP-297510-10
"Supreme PVC Agri Reducing Bush (10 Kgf/cm², 32 x 20 (1""x½"" inch))",CP-297510-11
"Supreme PVC Agri Reducing Bush (10 Kgf/cm², 63 x 25 (2""x¾"" inch))",CP-297510-12
"Supreme PVC Agri Reducing Elbow (4 Kgf/cm², 110 x 90 (4""x3"" inch))",CP-831385-1
"Supreme PVC Agri Reducing Elbow (4 Kgf/cm², 160 x 110 (6""x4"" inch))",CP-831385-2
